parcelid,fips,tax_value,tax_amount,tax_rate
14241975,6059.0,296484.0,3337.5,0.011256931234063221
17187503,6111.0,257517.0,2846.28,0.011052784864688546
12811897,6037.0,124890.0,1722.75,0.01379413884218112
17129832,6111.0,425115.0,4842.42,0.011390847182527081
12747257,6037.0,407000.0,5246.44,0.01289051597051597
17161340,6111.0,350917.0,4185.86,0.011928347728950149
14503257,6059.0,504579.0,5217.8,0.010340898055606753
11276186,6037.0,166190.0,2772.24,0.016681148083518862
10808702,6037.0,543654.0,6679.8,0.012286858921299208
13903594,6059.0,659912.0,8972.64,0.013596721987174046
13977892,6059.0,629875.0,7123.64,0.011309609049414566
10845088,6037.0,502548.0,6113.67,0.012165345399842403
13905056,6059.0,55304.0,877.82,0.01587263127441053
14227765,6059.0,280520.0,3172.52,0.011309425352916014
12464212,6037.0,856000.0,10119.9,0.011822313084112149
17051583,6111.0,1234000.0,13636.8,0.011050891410048622
11532991,6037.0,1395968.0,16760.44,0.012006321061800843
17218631,6111.0,365000.0,3901.18,0.010688164383561644
14614693,6059.0,228601.0,2370.22,0.010368371091989972
11898548,6037.0,473237.0,5478.96,0.011577623896694467
12471532,6037.0,508000.0,6211.15,0.012226673228346457
11642948,6037.0,427370.0,5163.38,0.012081755855581815
14686987,6059.0,429235.0,7356.06,0.017137605274499982
17071003,6111.0,707681.0,7398.92,0.010455162707491087
13981009,6059.0,234513.0,2735.12,0.011662978171785786
12817483,6037.0,501583.0,5874.19,0.011711302017811608
12745547,6037.0,116280.0,1871.05,0.016090901272789816
11867912,6037.0,85317.0,1283.89,0.015048466308004268
14237264,6059.0,56144.0,853.6,0.015203761755485894
11966821,6037.0,480000.0,5836.52,0.012159416666666667
12190349,6037.0,132080.0,1706.86,0.012922925499697152
12073668,6037.0,275717.0,3009.4,0.010914814828247806
11039885,6037.0,390912.0,4801.85,0.012283710911918795
14501072,6059.0,753315.0,7367.22,0.009779733577587066
11338161,6037.0,390000.0,4871.99,0.01249228205128205
17083283,6111.0,742000.0,7801.04,0.010513530997304583
12936527,6037.0,550000.0,6759.28,0.0122896
14089501,6059.0,296740.0,3761.44,0.012675877872885355
14451614,6059.0,433607.0,5185.28,0.01195847853009753
14156920,6059.0,723980.0,10720.04,0.014807094118622063
13000325,6037.0,438372.0,6426.23,0.014659307620012225
17172225,6111.0,816420.0,9203.32,0.011272776267117415
12896685,6037.0,424568.0,5064.2,0.011927889054285767
14421501,6059.0,1245366.0,13267.26,0.01065330192088109
11185483,6037.0,326341.0,5021.35,0.015386819308637285
17193599,6111.0,974032.0,10689.72,0.010974711303119404
13003913,6037.0,255693.0,4000.43,0.01564544199489231
14637541,6059.0,415248.0,4832.36,0.011637286633529842
11073063,6037.0,446951.0,5509.97,0.012327906191058976
11248913,6037.0,97327.0,1253.91,0.012883475294625336
13049078,6037.0,261538.0,3403.26,0.013012487669095888
11946092,6037.0,542048.0,6534.81,0.01205577734813153
11857848,6037.0,685323.0,8212.36,0.01198319624469046
11787436,6037.0,188000.0,2399.69,0.012764308510638298
11108685,6037.0,294410.0,4220.2,0.014334431575014435
14376663,6059.0,74741.0,716.7,0.009589114408423758
10846097,6037.0,88794.0,1135.51,0.012788138838209789
12717246,6037.0,258581.0,3590.79,0.013886519117800611
11001320,6037.0,194007.0,2360.45,0.012166829031942146
12998502,6037.0,613000.0,8058.98,0.01314678629690049
17155088,6111.0,182391.0,2114.4,0.011592677270260046
11678883,6037.0,239615.0,3942.91,0.016455188531602778
14089018,6059.0,862962.0,9817.3,0.011376283080830905
11657717,6037.0,1020000.0,12267.37,0.012026833333333334
12103148,6037.0,565188.0,6572.72,0.011629263183223989
14044737,6059.0,848826.0,9582.38,0.01128898030927422
14000922,6059.0,565666.0,7128.16,0.01260135839877242
12413736,6037.0,737000.0,8338.72,0.011314409769335142
14388331,6059.0,569544.0,5849.98,0.01027133987892068
12731216,6037.0,549236.0,6871.02,0.012510141359998252
11381373,6037.0,198127.0,2404.92,0.0121382749448586
14342313,6059.0,943202.0,11951.56,0.012671262359494572
14156172,6059.0,583935.0,7485.98,0.012819885774957828
14721465,6059.0,345622.0,4003.74,0.011584158415841584
11125850,6037.0,362435.0,4876.43,0.013454633244581788
11757342,6037.0,92317.0,1292.36,0.013999155085195576
12889363,6037.0,133025.0,1823.27,0.013706220635218943
14670356,6059.0,530000.0,6246.14,0.011785169811320755
10803768,6037.0,341724.0,4169.07,0.012200108859781577
11392193,6037.0,101792.0,1609.95,0.015816075919522162
14722094,6059.0,482500.0,4847.48,0.010046590673575129
12504131,6037.0,326191.0,4022.66,0.012332222532197392
11105963,6037.0,137484.0,2161.09,0.0157188472840476
12504405,6037.0,295437.0,3645.14,0.012338129618158862
14455986,6059.0,540921.0,5492.46,0.010153904174546745
10856232,6037.0,416091.0,5094.26,0.012243139121009588
12313206,6037.0,281385.0,3723.41,0.013232439540131848
12720469,6037.0,387238.0,5001.41,0.012915597126315083
10850827,6037.0,399000.0,4794.74,0.012016892230576441
14725035,6059.0,452000.0,5237.28,0.011586902654867256
14725226,6059.0,637000.0,7371.4,0.011572056514913658
12641786,6037.0,275833.0,3392.99,0.012300884955752212
17113418,6111.0,455000.0,4792.36,0.01053265934065934
14672878,6059.0,1197995.0,12916.96,0.01078214850646288
10850922,6037.0,654836.0,7942.88,0.012129571373595832
12908998,6037.0,325341.0,4095.32,0.012587777132301185
13022762,6037.0,395000.0,4887.85,0.012374303797468355
13034824,6037.0,515000.0,6200.92,0.012040621359223302
12518552,6037.0,468104.0,5694.22,0.01216443354468238
14708350,6059.0,70709.0,1129.2,0.015969678541628365
14145168,6059.0,725000.0,8124.14,0.011205710344827587
10714536,6037.0,525000.0,6347.26,0.012090019047619048
12619914,6037.0,259903.0,3415.73,0.013142326175534718
12630934,6037.0,193998.0,2425.65,0.012503479417313581
14036322,6059.0,79646.0,1126.72,0.014146598699244155
12912941,6037.0,153848.0,2090.65,0.013589061931256826
14672994,6059.0,836670.0,9113.04,0.010892036286708023
14365560,6059.0,483407.0,4969.64,0.010280446911194915
14363975,6059.0,579707.0,5991.9,0.010336083573253385
12319747,6037.0,150348.0,1982.84,0.0131883363929018
12548211,6037.0,217074.0,2724.61,0.01255152620765269
14725004,6059.0,451000.0,5285.82,0.011720221729490022
10780368,6037.0,395132.0,4809.79,0.012172615733476408
10910046,6037.0,517766.0,6169.74,0.01191607791936898
14623761,6059.0,568000.0,5707.6,0.010048591549295775
14148752,6059.0,226874.0,2915.58,0.012851097966272026
17265539,6111.0,328206.0,3514.48,0.010708152806469107
11588404,6037.0,1139088.0,13374.96,0.011741814504234966
12926173,6037.0,180735.0,2466.22,0.013645503084626661
12903331,6037.0,217461.0,2854.15,0.013124882162778614
11484472,6037.0,106916.0,1743.23,0.01630466908601145
12429914,6037.0,490000.0,6077.74,0.012403551020408164
14636851,6059.0,683452.0,10137.86,0.01483331675084717
12925936,6037.0,363459.0,4550.17,0.012519073678186535
12698066,6037.0,107020.0,1338.87,0.012510465333582507
13040361,6037.0,451786.0,5486.27,0.012143514849951085
13044658,6037.0,1168139.0,13336.29,0.011416697841609603
11260390,6037.0,201593.0,2553.06,0.012664427832315606
17151317,6111.0,336927.0,3944.38,0.011706927613399936
12155776,6037.0,945376.0,11206.16,0.011853653995870427
14111615,6059.0,211762.0,2595.1,0.012254795477942218
12701259,6037.0,122768.0,1801.68,0.014675485468526001
14033434,6059.0,126166.0,1707.7,0.013535342326775836
17241297,6111.0,650143.0,7356.2,0.011314741526095028
14709728,6059.0,477000.0,5047.32,0.010581383647798741
17151776,6111.0,105131.0,1203.52,0.01144781272888111
11077135,6037.0,209110.0,2591.7,0.012393955334512935
11630049,6037.0,675141.0,8077.51,0.011964182296735053
11111466,6037.0,267574.0,3713.98,0.013880197627572186
14349626,6059.0,652227.0,7730.2,0.011852008579834934
14674132,6059.0,701000.0,10677.12,0.01523126961483595
14107423,6059.0,221072.0,2839.48,0.012844141275240646
14108092,6059.0,462904.0,5528.32,0.011942692221281302
14300226,6059.0,297965.0,3170.22,0.010639571761784102
14401101,6059.0,354283.0,4473.68,0.01262741932297062
11454776,6037.0,405690.0,4931.95,0.012156942493036555
11628304,6037.0,177242.0,2196.35,0.012391814581194073
14299759,6059.0,644555.0,7377.5,0.011445881266920588
17088956,6111.0,352079.0,3751.78,0.010656074346950543
12623922,6037.0,285000.0,3527.77,0.012378140350877193
14645060,6059.0,280656.0,3387.5,0.012069936149592383
14699368,6059.0,157062.0,1986.98,0.012650927659140975
10890671,6037.0,276122.0,3417.67,0.012377391153185912
11094116,6037.0,409000.0,5064.09,0.012381638141809292
12864046,6037.0,610624.0,7274.21,0.011912748270621528
12863981,6037.0,625734.0,7460.77,0.011923229359440275
12956746,6037.0,750645.0,9891.19,0.013176921181117573
10851064,6037.0,712000.0,8618.1,0.012104073033707866
13089562,6037.0,804078.0,10008.31,0.012446939227288895
14024601,6059.0,576979.0,6708.02,0.011626107709292713
11454380,6037.0,630584.0,7949.88,0.01260717049592124
14643247,6059.0,766295.0,9950.38,0.012985051448854552
14700155,6059.0,368000.0,4403.02,0.011964728260869566
12235261,6037.0,215448.0,2832.54,0.013147209535479558
12102046,6037.0,314100.0,3731.14,0.011878828398599172
12102046,6037.0,314100.0,3731.14,0.011878828398599172
13084948,6037.0,71135.0,1173.12,0.016491459900189777
14738685,6059.0,577914.0,5937.8,0.010274539118277115
12391917,6037.0,117339.0,1953.93,0.016652008283690845
12529922,6037.0,392000.0,4662.59,0.01189436224489796
14718871,6059.0,385606.0,3866.72,0.010027644798058122
13078472,6037.0,681380.0,7924.63,0.011630265050339018
17254469,6111.0,360454.0,4320.12,0.011985218640936152
17283382,6111.0,243234.0,2573.32,0.010579606469490285
11840396,6037.0,259656.0,3488.94,0.013436777890747759
11771908,6037.0,329000.0,4089.57,0.012430303951367782
14313342,6059.0,1248517.0,13451.16,0.010773709929460312
17155987,6111.0,113715.0,1396.84,0.012283691685353735
14714773,6059.0,497056.0,4998.92,0.010057055945406554
10977533,6037.0,217558.0,3031.99,0.013936467516708188
12303159,6037.0,116922.0,1796.92,0.015368536289150032
14468115,6059.0,536687.0,5712.34,0.01064370853029792
14412823,6059.0,722061.0,7325.46,0.010145209338269205
11266326,6037.0,49627.0,703.3,0.01417172103895057
17073839,6111.0,274736.0,2905.46,0.010575461533981714
14716022,6059.0,240689.0,2504.02,0.010403549809089738
14413446,6059.0,425099.0,4320.42,0.010163326660377935
14714478,6059.0,412620.0,4058.06,0.009834860161892297
12560736,6037.0,310000.0,3800.77,0.012260548387096774
12977505,6037.0,84742.0,1259.92,0.014867716126596021
14405408,6059.0,969563.0,10732.36,0.011069275539598768
14296645,6059.0,1294443.0,13933.18,0.010763842054072678
11136488,6037.0,1084653.0,14224.47,0.013114304759217925
14139870,6059.0,735936.0,8318.44,0.011303211148795548
14674798,6059.0,413553.0,6848.58,0.016560344139687055
13072894,6037.0,423564.0,5318.82,0.012557299487208544
14671092,6059.0,177754.0,2106.5,0.01185064752410635
14407010,6059.0,494718.0,4954.08,0.010013947339696554
10992389,6037.0,205430.0,2578.04,0.01254948157523244
14093394,6059.0,345337.0,4366.22,0.012643359964324703
12980417,6037.0,321257.0,4499.23,0.014005080044948435
10946164,6037.0,459601.0,5020.81,0.010924279973281173
12329779,6037.0,517766.0,6367.51,0.012298045835377372
10942915,6037.0,643000.0,7124.21,0.011079642301710732
17279762,6111.0,280167.0,3035.34,0.010834038270031803
11595876,6037.0,682755.0,8263.67,0.012103419235304025
11455475,6037.0,115934.0,1571.41,0.013554349888729795
14319797,6059.0,1044895.0,10665.66,0.010207398829547467
12206402,6037.0,320900.0,4041.2,0.012593331255842942
11787107,6037.0,328000.0,4124.51,0.012574725609756098
11576835,6037.0,775276.0,9276.83,0.01196584184213106
10907569,6037.0,354489.0,4294.02,0.01211326726640319
10905659,6037.0,102269.0,1301.95,0.012730641738943376
12544576,6037.0,212887.0,2649.19,0.01244411354380493
14434380,6059.0,900914.0,9383.98,0.010416066350395265
12020637,6037.0,847000.0,10419.19,0.012301286894923259
10739546,6037.0,69121.0,1079.87,0.01562289318730921
14221416,6059.0,795000.0,10408.56,0.013092528301886792
17217146,6111.0,952928.0,10139.3,0.010640153295946808
11687563,6037.0,550550.0,6814.29,0.012377240940877304
12033783,6037.0,1012000.0,12162.68,0.012018458498023715
10739623,6037.0,79066.0,1187.18,0.015015050717122405
12765494,6037.0,399716.0,5391.5,0.013488326711965495
10842601,6037.0,159811.0,1981.47,0.012398833622216244
11249499,6037.0,54609.0,855.69,0.01566939515464484
10945947,6037.0,560000.0,6129.46,0.010945464285714286
12206149,6037.0,40955.0,618.07,0.015091441826394825
12134166,6037.0,573381.0,6839.34,0.011928089699519168
12461071,6037.0,426009.0,5184.45,0.01216981331380323
11453766,6037.0,790000.0,9691.27,0.012267430379746836
10900084,6037.0,476191.0,5843.92,0.012272218500559649
11624354,6037.0,848086.0,10169.46,0.011991071660185405
14717335,6059.0,689000.0,7879.8,0.01143657474600871
14625911,6059.0,604792.0,10168.5,0.016813218428815196
11575478,6037.0,1233929.0,14589.39,0.011823524692263493
11008947,6037.0,710000.0,8676.22,0.012220028169014083
12761268,6037.0,371739.0,4803.45,0.012921565937391556
12792363,6037.0,94395.0,1548.31,0.016402457757296467
11081533,6037.0,337000.0,4072.11,0.012083412462908012
11671818,6037.0,502839.0,6180.22,0.012290653668470425
11558686,6037.0,331664.0,4087.91,0.012325455883062376
14609218,6059.0,171768.0,2116.98,0.012324647198546878
14660315,6059.0,540000.0,5632.98,0.010431444444444443
11671863,6037.0,750643.0,9057.19,0.01206590882749856
14072879,6059.0,799548.0,8747.44,0.010940481371975166
12749922,6037.0,605000.0,7550.87,0.012480776859504132
14016276,6059.0,362000.0,4333.46,0.011970883977900552
14370823,6059.0,750000.0,7771.5,0.010362
14531717,6059.0,92355.0,1448.36,0.015682529370364354
11206957,6037.0,233500.0,3648.6,0.015625695931477515
11474054,6037.0,443826.0,5317.08,0.011980100309580782
14625316,6059.0,119626.0,1247.38,0.010427331850935416
11035469,6037.0,267146.0,3380.03,0.012652369865167363
10717917,6037.0,775576.0,9596.53,0.012373423107471093
14709920,6059.0,477000.0,4975.0,0.010429769392033543
11431878,6037.0,99291.0,1400.3,0.0141029902005217
12762520,6037.0,226994.0,3125.33,0.013768337489096628
14433976,6059.0,651587.0,6775.36,0.010398243058870112
11009268,6037.0,660175.0,8149.96,0.012345150906956488
11158200,6037.0,246228.0,3557.69,0.014448762935165782
12291583,6037.0,161662.0,2415.71,0.01494296742586384
12117615,6037.0,795000.0,9161.71,0.011524163522012578
11009893,6037.0,797421.0,9791.45,0.012278896592891334
17300463,6111.0,706530.0,8420.04,0.011917455734363723
12794513,6037.0,455000.0,5737.32,0.012609494505494504
10800973,6037.0,640000.0,7744.58,0.01210090625
12782440,6037.0,405568.0,5183.32,0.012780396875493134
10843350,6037.0,276701.0,3409.31,0.012321278202825432
17183451,6111.0,397610.0,4604.4,0.011580191645079348
12525704,6037.0,234050.0,2890.01,0.01234783165990173
11997567,6037.0,941136.0,11354.65,0.012064834412879753
12247837,6037.0,369500.0,4731.84,0.012806062246278756
10803726,6037.0,390000.0,4740.25,0.012154487179487179
17125160,6111.0,636000.0,6778.56,0.01065811320754717
13949743,6059.0,174483.0,2886.96,0.016545795292378054
17114118,6111.0,195561.0,2588.56,0.013236586026866297
11983604,6037.0,704162.0,8554.21,0.0121480710404708
12714984,6037.0,735936.0,8576.17,0.011653418232020176
10863187,6037.0,228431.0,2744.64,0.012015181827335169
17209126,6111.0,299100.0,3174.76,0.010614376462721498
